product,category,url,ingredients,Synthetic Fluorphlogopite,Lanolin,Vanilla,Glycol Cetearate,Grapefruit Water,Oudh,Linalool,Ground White Rice,Olibanum,Coconut Cream,Myrrh Resinoid,Icing Sugar,Mint,Marigold Petals,Cassis,Silken Tofu,Hexyl Cinnamal,Styrax Resinoid,Guar Gum,Cocamidopropyl Betaine,Apricot Kernel,Oak Moss Extract,Xanthan Gum,Aubergine,Glycerine,Popping Candy,Marigold Powder,Banana and Oat Decoction,Sodium Coco Sulfate,Strawberry Juice,Blackcurrant,Candy Flower,Coriander Seed,Cedarwood,Sodium Carbonate,Oregano,Cocoa Butter,Vine Leaves,Violet Leaf,Ground Aduki Beans,Avocado,Extra Virgin Olive,Orange Juice,Grapefruit,Cream of Tartar,Sodium Chloride,Olive,Sodium Bicarbonate,Stearic Acid,Mimosa,Lemon Juice,Neroli,Walnut,Carrageenan Extract,Potato Starch,Calcium Sodium Borosilicate,Peach Kernel,Citral,Bergamot,Manuka Honey,Benzyl Salicylate,Castor,Almond Milk,Murumuru Butter,Sand,Cassia,Tangerine,Litsea Cubeba,Propylene Glycol,DRF Alcohol,Benzoin Resinoid,German Chamomile Flowers,Cistus,Green Olives,Tea Tree,English Honey,Cupuaçu Butter,Vine Leaf,Sodium Laureth Sulfate,Pear,Oregano and Rose Petal,Cetearyl Alcohol,Pioppino Mushrooms,Jasmine Flower,Yellow and Red Rose Petals,Sodium carboxymethyl cellulose,Petitgrain,Propylparaben,Gardenia Extract,Japanese Rapeseed,Fine Oatmeal,Sweet Wild Orange,Pakistani Rose,Chamomile,Ground Coconut Shell,Lemongrass,Sunflower Wax,Tin Oxide,Balanites,Lotus Root,Vanilla Pod,Soybean Flour,Arame Seaweed,Lemon Myrtle,Whole Clove,Sage,Chamomile Blue,Green Tea Powder,Lime,Oat Milk,Lime Juice,Calcium Lactate Gluconate,Rosemary,Roman Chamomile,Chlorophyllin,Rapeseed,Citric Acid,Benzyl Alcohol,Tonka,Honey,Tarragon,Dipropylene Glycol,Sodium Alginate,Rosewood,Fig Decoction,Glyceryl stearate,Frankincense Resinoid,Cardamom,Farnesol,Lauryl Betaine,Luminescent Zinc Sulfide,Triethanolamine,Cowslips,Maltodextrin,Citronellol,Eugenol,Talc,Vetivert,Menthol Crystals,Sea Salt,Thyme,Siberian Fir Needle,Davana,Fir Needle,Elemi,Brazilian Orange,Cinnamon Leaf,Sodium polyacrylate,Dried Currants,Epsom Salt,Kinako Powder,Dragon Fruit Powder,Aniseed,Sicilian Lemon,Rice Paper,Benzyl Cinnamate,Alpha-Isomethyl Ionone,Coumarin,Orange Peel Wax,Sodium Stearate,Australian Sandalwood,Jasmine,Avocado Butter,Coconut Flour,Candy Eyes,Blackberry Puree,Mandarin Juice,Titanium Dioxide,Tincture of Benzoin,Granulated Sugar,Lemon Peel,Carnauba Wax,Pink Pepper,Orange Flower,Powdered Charcoal,Pink Grapefruit infusion,Methylparaben,Lemon,Tagetes,Coriander,Turmeric Powder,Agar Agar Strands,Cinnamal,Black Peppercorn,Argan,Apple Pulp,Oat Flour,Rice Bran,Spearmint,Almond,Ylang Ylang,Strawberry Powder,Ground Almonds,Cocoa Powder,Lavandin,Chia Seeds,Lime Extracted in Vodka,Cocoa,Rose Water,Geranium,Aloe Vera Extract,Agave Syrup,Goji Berry Juice,Kaolin,Blackcurrant Powder,Grapefruit Juice,Clary Sage,Peach Juice,Soya Milk,Lime Puree,Hydroxycitronellal,Black Pepper,Clove Bud,Honey Water,Poppy Seeds,Peach,Pine,Daisy Flowers,Sandalwood,Sicilian Red Mandarin,Labdanum Resinoid,Mango Butter,Cinnamyl Alcohol,Olibanum Resinoid,Synthetic Musk,Laureth 4,Elderflowers,Raspberries,Lavender Sprig,Cypress,Lavender Flowers,Extra Virgin Coconut,Shea Butter,Whole Oats,Rhubarb Puree,Coconut Milk Powder,Butylphenyl Methylpropional,Marshmallow Root Powder,Chamomile Powder,Perfume,Dried Apricots,Wheatgerm,Jojoba,Lavender,Olive Leaf,Osmanthus,Buchu,Tetrasodium Etidronate,Moroccan Chamomile,Limonene,Seaweed,Disodium Lauryl Sulfosuccinate,EDTA,Juniperberry,Lavender Flower,Sodium Hydroxide,Sodium Lauryl Sulfate,Amyl Cinnamal,Eucalyptus,Dried Cranberries,Lactic Acid,Water,Tolu Balsam,Ginger,Silica,Amaranth Flowers,Aloe Vera Gel,Sodium Cocoamphoacetate,Makrut Lime Leaf,Rice Paper Flower,Chrysanthemum,Dried Elderflower,Geraniol,Benzyl Benzoate,Patchouli,Hydroxy propyl methyl cellulose,Peppermint,Cypress Leaf,Ho Wood,White Tea,Pink Delphinium Petals,Cornstarch,Rose,Raspberry Juice,Ground Rice,White Sugar Crystals
Goldrush,bath-bombs,https://uk.lush.com/products/bath-bombs/goldrush,"{'Synthetic Fluorphlogopite', 'Citral', 'Shea Butter', 'Cocamidopropyl Betaine', 'Geranium', 'Grapefruit', 'Linalool', 'Cream of Tartar', 'Geraniol', 'Sodium Bicarbonate', 'Dipropylene Glycol', 'Laureth 4', 'Water', 'Tin Oxide', 'Perfume', 'Titanium Dioxide', 'Sodium Coco Sulfate', 'Silica', 'Rosemary', 'Almond', 'Citronellol', 'Citric Acid', 'Cocoa Butter', 'Limonene'}",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Groovy Kind Of Love,bath-bombs,https://uk.lush.com/products/bath-bombs/groovy-kind-love,"{'Linalool', 'Ylang Ylang', 'Citric Acid', 'Bergamot', 'Perfume', 'Benzyl Alcohol', 'Sodium Coco Sulfate', 'Sodium Bicarbonate', 'Water', 'Dipropylene Glycol', 'Propylene Glycol', 'Rosewood', 'Limonene'}",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Happy Hippy,shower-gels,https://uk.lush.com/products/how-feel-cleansed/happy-hippy,"{'Grapefruit', 'Citronellol', 'Linalool', 'Sodium Laureth Sulfate', 'Lauryl Betaine', 'Bergamot', 'Olibanum', 'Sodium Cocoamphoacetate', 'Glycerine', 'Lactic Acid', 'Water', 'Perfume', 'Pink Grapefruit infusion', 'Grapefruit Water', 'Grapefruit Juice', 'Limonene'}",0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Honey I Washed The Kids,handmade-soap,https://uk.lush.com/products/soaps/honey-i-washed-kids,"{'EDTA', 'Bergamot', 'Gardenia Extract', 'Sweet Wild Orange', 'Sodium Hydroxide', 'Amyl Cinnamal', 'Aloe Vera Extract', 'Linalool', 'English Honey', 'Sodium Chloride', 'Butylphenyl Methylpropional', 'Geraniol', 'Sodium Bicarbonate', 'Glycerine', 'Water', 'Perfume', 'Titanium Dioxide', 'Propylene Glycol', 'Citronellol', 'Citric Acid', 'Tetrasodium Etidronate', 'Extra Virgin Coconut', 'Limonene'}",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Honey I washed the kids,shower-gels,https://uk.lush.com/products/shower-gels/honey-i-washed-kids,"{'Citronellol', 'Linalool', 'Sodium Laureth Sulfate', 'Bergamot', 'Butylphenyl Methylpropional', 'Brazilian Orange', 'Honey', 'Sodium Cocoamphoacetate', 'Glycerine', 'Perfume', 'Amyl Cinnamal', 'Limonene'}",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ickle Baby Bot,bath-bombs,https://uk.lush.com/products/bath-bombs/ickle-baby-bot,"{'Citric Acid', 'Perfume', 'Australian Sandalwood', 'Sodium Bicarbonate', 'Lavender', 'Chamomile Blue', 'Limonene'}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intergalactic,bath-bombs,https://uk.lush.com/products/bath-bombs/intergalactic,"{'Grapefruit', 'Titanium Dioxide', 'Synthetic Fluorphlogopite', 'Cedarwood', 'Lauryl Betaine', 'Sodium Laureth Sulfate', 'Cream of Tartar', 'Citric Acid', 'Linalool', 'Vetivert', 'Perfume', 'Peppermint', 'Sodium Bicarbonate', 'Water', 'Tin Oxide', 'Popping Candy', 'Limonene'}",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Karma,handmade-soap,https://uk.lush.com/products/karma/karma,"{'Citral', 'EDTA', 'Gardenia Extract', 'Sodium Hydroxide', 'Siberian Fir Needle', 'Cinnamal', 'Linalool', 'Sodium Chloride', 'Elemi', 'Lemongrass', 'Geraniol', 'Sodium Bicarbonate', 'Brazilian Orange', 'Glycerine', 'Patchouli', 'Water', 'Perfume', 'Hydroxycitronellal', 'Propylene Glycol', 'Citronellol', 'Citric Acid', 'Tetrasodium Etidronate', 'Extra Virgin Coconut', 'Lavandin', 'Limonene'}",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Keep It Fluffy,bubble-bars,https://uk.lush.com/products/bubble-bars/keep-it-fluffy-bubble-bath,"{'Synthetic Fluorphlogopite', 'Citral', 'Vanilla', 'Jasmine', 'Benzyl Salicylate', 'Linalool', 'Cream of Tartar', 'Lemongrass', 'Geraniol', 'Benzyl Benzoate', 'Glycerine', 'Perfume', 'Tin Oxide', 'Titanium Dioxide', 'Farnesol', 'Lauryl Betaine', 'Sodium Laureth Sulfate', 'Hydroxycitronellal', 'Citronellol', 'Ylang Ylang', 'Sodium Carbonate', 'Alpha-Isomethyl Ionone'}",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Kitsune,bath-bombs,https://uk.lush.com/products/bath-bombs/kitsune,"{'Synthetic Fluorphlogopite', 'Citral', 'Cocamidopropyl Betaine', 'Sicilian Red Mandarin', 'Linalool', 'Cream of Tartar', 'Benzyl Benzoate', 'Sodium Bicarbonate', 'Patchouli', 'Water', 'Perfume', 'Tin Oxide', 'Titanium Dioxide', 'Sodium Coco Sulfate', 'Silica', 'DRF Alcohol', 'Cedarwood', 'Citric Acid', 'Dipropylene Glycol', 'Benzoin Resinoid', 'Coumarin', 'Limonene'}",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Ladybird,bubble-bars,https://uk.lush.com/products/bubble-bars/ladybird-bubble-bath,"{'Citronellol', 'Lauryl Betaine', 'Sodium Laureth Sulfate', 'Cream of Tartar', 'Peppermint', 'Sodium Bicarbonate', 'Perfume', 'Geranium', 'Cornstarch'}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Lemon Zest,handmade-soap,https://uk.lush.com/products/soaps/lemon-zest,"{'Titanium Dioxide', 'Castor', 'Murumuru Butter', 'Linalool', 'Citral', 'Citric Acid', 'Extra Virgin Coconut', 'Propylene Glycol', 'Sicilian Lemon', 'Lemon Peel', 'Lemon Myrtle', 'Almond', 'Sodium Hydroxide', 'Sodium Bicarbonate', 'Glycerine', 'Water', 'Perfume', 'Cocoa Butter', 'Rosewood', 'Limonene'}",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lord Of Misrule,shower-gels,https://uk.lush.com/products/shower-gels/lord-misrule,"{'Wheatgerm', 'Titanium Dioxide', 'Black Peppercorn', 'Lauryl Betaine', 'Sodium Laureth Sulfate', 'Vanilla', 'Linalool', 'Sodium Cocoamphoacetate', 'Glycerine', 'Patchouli', 'Carrageenan Extract', 'Perfume', 'Water', 'Propylene Glycol', 'Black Pepper', 'Limonene'}",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Lotus Flower,handmade-soap,https://uk.lush.com/products/soaps/lotus-flower,"{'Citral', 'Sodium Hydroxide', 'Cocoa Butter', 'Castor', 'Benzyl Benzoate', 'Sodium Bicarbonate', 'Glycerine', 'Water', 'Perfume', 'Tolu Balsam', 'Titanium Dioxide', 'Rice Bran', 'Lotus Root', 'Propylene Glycol', 'Buchu', 'Citric Acid', 'Lemon Myrtle', 'Benzyl Alcohol', 'Alpha-Isomethyl Ionone', 'Extra Virgin Coconut', 'Limonene'}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
